Y X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20
-0.328438098873968 0.97098025888514 0.216228169337741 0.513661439936996 1.19469372647754 0.802305688075345 0.401249281843841 0.672990176391967 0.587557004552556 1.3691760682987 1.20014642757449 0.53058555972861 0.962647389035354 1.4224425988255 0.937825121771789 0.814605528117425 0.0348617563957231 1.04221966342405 1.62219315811931 1.46628254280709 1.67065273835507
-1.12736891082432 -0.0156580808485123 0.435255631770375 0.394107123424364 0.0666155027054144 -0.352064359849377 0.283717624007641 -0.0314174095739676 0.172334150827714 0.842595591378545 -0.787477607841521 -1.0444939868187 -0.981538842569 -0.87051055152794 -0.628294429488309 -0.380957777278765 -0.398971109223084 -0.382927868911577 -0.100992745316621 0.246021743901602 -0.145687782435526
0.463006322183095 -0.661311237830329 -0.892223860619409 -0.849808309123577 -0.262012374779843 -0.41801688360609 -1.00096868554719 -1.5222325438975 -1.15715788680764 -0.840536248610427 -0.609249596367706 -0.877572488205881 -0.933530526564541 -0.559745988661175 -1.38636480104454 -1.35437068518502 -0.650398257873575 -0.592737804909594 -0.683635475322115 0.0238181551236219 -0.796653839575172
3.2646377299062 2.87610168624734 2.15796715771581 2.18449851590532 1.54984421206662 1.76086011991253 2.0986332412777 1.88498319626564 1.48118169698026 1.19183263864898 2.09310062528464 2.1638433569055 1.84575631848732 1.85255307896335 1.76934458000249 1.63638309511078 1.59402654392391 1.5313893734898 1.2023761826518 1.14975610949107 1.50231056817523
-3.14961626359288 -0.293088780402371 0.535876069124131 0.207439891012168 0.360956540587341 0.627115589822636 0.468171561811093 -0.215567398619677 -0.636113387209803 -0.577963183562089 -0.705793662621333 -0.411385595026423 -0.493485277852324 -0.262718711137906 -0.375459151703599 -1.04867274117213 -0.78794761304239 -1.06194179591061 -0.640351482655388 -0.424778874407944 -0.504068380175876
-1.34143964700178 -0.132236855803283 -0.262619622315449 -0.609626946867332 -0.258297968936067 -0.0626569176786367 -0.352123822623161 -0.578404247258057 -0.129941399266523 -0.802884047620002 -0.794356102631822 -0.764665743215819 -0.486384798542048 -0.834728619120812 -0.969532099219737 -0.617803932226793 0.33415495499358 -0.0191299337421191 -0.204126621796275 0.285265601548495 0.227900308006779
-2.04246178464868 1.23791121304028 1.52595714408052 1.40657435065237 1.23151346953824 0.797835674972426 1.1953537234054 1.21130808332311 0.977566605755314 0.109519614845333 -0.581172301762019 -0.851666521354746 -0.988601126976562 -0.253282004346139 -0.237125432295593 0.675382659710852 0.473828061443694 0.434887265501575 0.627544305702814 0.552918267539671 0.0782750251963903
-0.242392322119349 1.41206157030125 1.57470487917807 0.520197097571603 0.179411060671287 0.060638859095352 0.0822407307659877 -0.30208314008604 -0.243919316090343 -0.0706023038443946 -0.572198359115458 0.524794261126985 0.739907499075236 0.783529071342378 1.07033776815444 0.404818217194663 0.239750255952753 0.65144174542257 0.443176344122216 0.687055737149365 0.855104703113893
-0.403649621099336 -0.028937525719787 -0.00342768570534612 0.0576363847784605 0.689427702852265 0.387892800972759 0.0641183044110151 0.0480705706369836 0.373111258809443 0.642586062144116 0.654024271525118 0.756405293325799 0.709741840869064 0.00456875889816284 0.422356475521931 0.327595542231195 0.685034212497466 0.501672865062181 0.557307813106348 0.87676468593287 0.723100880206513
-2.27738492758241 0.482830504338088 0.647689726360917 -0.0232552315682673 0.219680867508069 0.266394546646231 0.892039726900304 0.845550527665244 0.862272290163326 0.954781679308912 0.823804339581809 1.24464646092569 1.29888281478276 1.44206308439682 1.21891136458771 0.641001392705721 0.489792234594778 0.235811610319142 0.144987084003992 0.173624455794303 -0.327071343169437
